unitid,university_name,level_of_study,headcount,year
183488,Eastwick College-Hackensack,Undergraduate,376,2018
183488,Eastwick College-Hackensack,Graduate,376,2018
183488,Eastwick College-Hackensack,Undergraduate,442,2019
183488,Eastwick College-Hackensack,Graduate,442,2019
183488,Eastwick College-Hackensack,Undergraduate,786,2020
183488,Eastwick College-Hackensack,Graduate,786,2020
183488,Eastwick College-Hackensack,Undergraduate,942,2021
183488,Eastwick College-Hackensack,Graduate,942,2021
183488,Eastwick College-Hackensack,Undergraduate,873,2022
183488,Eastwick College-Hackensack,Graduate,873,2022
183488,Eastwick College-Hackensack,Undergraduate,1083,2023
183488,Eastwick College-Hackensack,Graduate,1083,2023
183600,Assumption College for Sisters,Undergraduate,53,2018
183600,Assumption College for Sisters,Graduate,53,2018
183600,Assumption College for Sisters,Undergraduate,55,2019
183600,Assumption College for Sisters,Graduate,55,2019
183600,Assumption College for Sisters,Undergraduate,61,2020
183600,Assumption College for Sisters,Graduate,61,2020
183600,Assumption College for Sisters,Undergraduate,52,2021
183600,Assumption College for Sisters,Graduate,52,2021
183600,Assumption College for Sisters,Undergraduate,36,2022
183600,Assumption College for Sisters,Graduate,36,2022
183600,Assumption College for Sisters,Undergraduate,39,2023
183600,Assumption College for Sisters,Graduate,39,2023
183655,Atlantic Cape Community College,Undergraduate,4973,2018
183655,Atlantic Cape Community College,Graduate,4973,2018
183655,Atlantic Cape Community College,Undergraduate,5048,2019
183655,Atlantic Cape Community College,Graduate,5048,2019
183655,Atlantic Cape Community College,Undergraduate,6948,2020
183655,Atlantic Cape Community College,Graduate,6948,2020
183655,Atlantic Cape Community College,Undergraduate,6166,2021
183655,Atlantic Cape Community College,Graduate,6166,2021
183655,Atlantic Cape Community College,Undergraduate,6313,2022
183655,Atlantic Cape Community College,Graduate,6313,2022
183655,Atlantic Cape Community College,Undergraduate,6324,2023
183655,Atlantic Cape Community College,Graduate,6324,2023
183725,Fortis Institute-Wayne,Undergraduate,539,2018
183725,Fortis Institute-Wayne,Graduate,539,2018
183725,Fortis Institute-Wayne,Undergraduate,554,2019
183725,Fortis Institute-Wayne,Graduate,554,2019
183725,Fortis Institute-Wayne,Undergraduate,772,2020
183725,Fortis Institute-Wayne,Graduate,772,2020
183725,Fortis Institute-Wayne,Undergraduate,831,2021
183725,Fortis Institute-Wayne,Graduate,831,2021
183725,Fortis Institute-Wayne,Undergraduate,669,2022
183725,Fortis Institute-Wayne,Graduate,669,2022
183725,Fortis Institute-Wayne,Undergraduate,580,2023
183725,Fortis Institute-Wayne,Graduate,580,2023
183743,Bergen Community College,Undergraduate,13352,2018
183743,Bergen Community College,Graduate,13352,2018
183743,Bergen Community College,Undergraduate,12968,2019
183743,Bergen Community College,Graduate,12968,2019
183743,Bergen Community College,Undergraduate,17685,2020
183743,Bergen Community College,Graduate,17685,2020
183743,Bergen Community College,Undergraduate,15928,2021
183743,Bergen Community College,Graduate,15928,2021
183743,Bergen Community College,Undergraduate,15447,2022
183743,Bergen Community College,Graduate,15447,2022
183743,Bergen Community College,Undergraduate,15858,2023
183743,Bergen Community College,Graduate,15858,2023
183789,Berkeley College-Woodland Park,Undergraduate,3468,2018
183789,Berkeley College-Woodland Park,Graduate,3324,2018
183789,Berkeley College-Woodland Park,Undergraduate,2858,2019
183789,Berkeley College-Woodland Park,Graduate,2682,2019
183789,Berkeley College-Woodland Park,Undergraduate,4228,2020
183789,Berkeley College-Woodland Park,Graduate,3987,2020
183789,Berkeley College-Woodland Park,Undergraduate,4098,2021
183789,Berkeley College-Woodland Park,Graduate,3838,2021
183789,Berkeley College-Woodland Park,Undergraduate,3532,2022
183789,Berkeley College-Woodland Park,Graduate,3281,2022
183789,Berkeley College-Woodland Park,Undergraduate,2852,2023
183789,Berkeley College-Woodland Park,Graduate,2696,2023
183804,Beth Medrash Govoha,Undergraduate,6655,2018
183804,Beth Medrash Govoha,Graduate,2680,2018
183804,Beth Medrash Govoha,Undergraduate,6772,2019
183804,Beth Medrash Govoha,Graduate,2726,2019
183804,Beth Medrash Govoha,Undergraduate,7800,2020
183804,Beth Medrash Govoha,Graduate,3613,2020
183804,Beth Medrash Govoha,Undergraduate,8283,2021
183804,Beth Medrash Govoha,Graduate,3875,2021
183804,Beth Medrash Govoha,Undergraduate,8745,2022
183804,Beth Medrash Govoha,Graduate,4135,2022
183804,Beth Medrash Govoha,Undergraduate,9305,2023
183804,Beth Medrash Govoha,Graduate,4426,2023
183822,Bloomfield College,Undergraduate,1685,2018
183822,Bloomfield College,Graduate,1662,2018
183822,Bloomfield College,Undergraduate,1628,2019
183822,Bloomfield College,Graduate,1612,2019
183822,Bloomfield College,Undergraduate,1737,2020
183822,Bloomfield College,Graduate,1721,2020
183822,Bloomfield College,Undergraduate,1630,2021
183822,Bloomfield College,Graduate,1630,2021
183822,Bloomfield College,Undergraduate,1391,2022
183822,Bloomfield College,Graduate,1390,2022
183822,Bloomfield College,Undergraduate,1226,2023
183822,Bloomfield College,Graduate,1225,2023
183859,Brookdale Community College,Undergraduate,11856,2018
183859,Brookdale Community College,Graduate,11856,2018
183859,Brookdale Community College,Undergraduate,11489,2019
183859,Brookdale Community College,Graduate,11489,2019
183859,Brookdale Community College,Undergraduate,16439,2020
183859,Brookdale Community College,Graduate,16439,2020
183859,Brookdale Community College,Undergraduate,14796,2021
183859,Brookdale Community College,Graduate,14796,2021
183859,Brookdale Community College,Undergraduate,13920,2022
183859,Brookdale Community College,Graduate,13920,2022
183859,Brookdale Community College,Undergraduate,14610,2023
183859,Brookdale Community College,Graduate,14610,2023
183877,Rowan College at Burlington County,Undergraduate,8890,2018
183877,Rowan College at Burlington County,Graduate,8890,2018
183877,Rowan College at Burlington County,Undergraduate,8439,2019
183877,Rowan College at Burlington County,Graduate,8439,2019
183877,Rowan College at Burlington County,Undergraduate,13715,2020
183877,Rowan College at Burlington County,Graduate,13715,2020
183877,Rowan College at Burlington County,Undergraduate,12098,2021
183877,Rowan College at Burlington County,Graduate,12098,2021
183877,Rowan College at Burlington County,Undergraduate,11033,2022
183877,Rowan College at Burlington County,Graduate,11033,2022
183877,Rowan College at Burlington County,Undergraduate,11117,2023
183877,Rowan College at Burlington County,Graduate,11117,2023
183910,Caldwell University,Undergraduate,2189,2018
183910,Caldwell University,Graduate,1651,2018
183910,Caldwell University,Undergraduate,2206,2019
183910,Caldwell University,Graduate,1709,2019
183910,Caldwell University,Undergraduate,2435,2020
183910,Caldwell University,Graduate,1781,2020
183910,Caldwell University,Undergraduate,2491,2021
183910,Caldwell University,Graduate,1830,2021
183910,Caldwell University,Undergraduate,2309,2022
183910,Caldwell University,Graduate,1741,2022
183910,Caldwell University,Undergraduate,2160,2023
183910,Caldwell University,Graduate,1674,2023
183938,Camden County College,Undergraduate,9675,2018
183938,Camden County College,Graduate,9675,2018
183938,Camden County College,Undergraduate,9735,2019
183938,Camden County College,Graduate,9735,2019
183938,Camden County College,Undergraduate,16904,2020
183938,Camden County College,Graduate,16904,2020
183938,Camden County College,Undergraduate,15991,2021
183938,Camden County College,Graduate,15991,2021
183938,Camden County College,Undergraduate,15728,2022
183938,Camden County College,Graduate,15728,2022
183938,Camden County College,Undergraduate,15437,2023
183938,Camden County College,Graduate,15437,2023
183974,Centenary University,Undergraduate,1802,2018
183974,Centenary University,Graduate,1266,2018
183974,Centenary University,Undergraduate,1681,2019
183974,Centenary University,Graduate,1193,2019
183974,Centenary University,Undergraduate,2062,2020
183974,Centenary University,Graduate,1362,2020
183974,Centenary University,Undergraduate,1940,2021
183974,Centenary University,Graduate,1372,2021
183974,Centenary University,Undergraduate,1755,2022
183974,Centenary University,Graduate,1221,2022
183974,Centenary University,Undergraduate,1686,2023
183974,Centenary University,Graduate,1093,2023
183983,Adult and Continuing Education-BCTS,Undergraduate,70,2018
183983,Adult and Continuing Education-BCTS,Graduate,70,2018
183983,Adult and Continuing Education-BCTS,Undergraduate,92,2019
183983,Adult and Continuing Education-BCTS,Graduate,92,2019
183983,Adult and Continuing Education-BCTS,Undergraduate,215,2020
183983,Adult and Continuing Education-BCTS,Graduate,215,2020
183983,Adult and Continuing Education-BCTS,Undergraduate,186,2021
183983,Adult and Continuing Education-BCTS,Graduate,186,2021
183983,Adult and Continuing Education-BCTS,Undergraduate,206,2022
183983,Adult and Continuing Education-BCTS,Graduate,206,2022
183983,Adult and Continuing Education-BCTS,Undergraduate,195,2023
183983,Adult and Continuing Education-BCTS,Graduate,195,2023
184047,Branford Hall Career Institute-Parsippany,Undergraduate,14,2018
184047,Branford Hall Career Institute-Parsippany,Graduate,14,2018
184047,Branford Hall Career Institute-Parsippany,Undergraduate,36,2019
184047,Branford Hall Career Institute-Parsippany,Graduate,36,2019
184056,Lincoln Technical Institute-Iselin,Undergraduate,459,2018
184056,Lincoln Technical Institute-Iselin,Graduate,459,2018
184056,Lincoln Technical Institute-Iselin,Undergraduate,504,2019
184056,Lincoln Technical Institute-Iselin,Graduate,504,2019
184056,Lincoln Technical Institute-Iselin,Undergraduate,789,2020
184056,Lincoln Technical Institute-Iselin,Graduate,789,2020
184056,Lincoln Technical Institute-Iselin,Undergraduate,956,2021
184056,Lincoln Technical Institute-Iselin,Graduate,956,2021
184056,Lincoln Technical Institute-Iselin,Undergraduate,1009,2022
184056,Lincoln Technical Institute-Iselin,Graduate,1009,2022
184056,Lincoln Technical Institute-Iselin,Undergraduate,981,2023
184056,Lincoln Technical Institute-Iselin,Graduate,981,2023
184092,American Institute-Clifton,Undergraduate,655,2018
184092,American Institute-Clifton,Graduate,655,2018
184092,American Institute-Clifton,Undergraduate,695,2019
184092,American Institute-Clifton,Graduate,695,2019
184092,American Institute-Clifton,Undergraduate,1016,2020
184092,American Institute-Clifton,Graduate,1016,2020
184092,American Institute-Clifton,Undergraduate,1075,2021
184092,American Institute-Clifton,Graduate,1075,2021
184092,American Institute-Clifton,Undergraduate,1023,2022
184092,American Institute-Clifton,Graduate,1023,2022
184092,American Institute-Clifton,Undergraduate,1094,2023
184092,American Institute-Clifton,Graduate,1094,2023
184180,County College of Morris,Undergraduate,7556,2018
184180,County College of Morris,Graduate,7556,2018
184180,County College of Morris,Undergraduate,7488,2019
184180,County College of Morris,Graduate,7488,2019
184180,County College of Morris,Undergraduate,10889,2020
184180,County College of Morris,Graduate,10889,2020
184180,County College of Morris,Undergraduate,9527,2021
184180,County College of Morris,Graduate,9527,2021
184180,County College of Morris,Undergraduate,8801,2022
184180,County College of Morris,Graduate,8801,2022
184180,County College of Morris,Undergraduate,8511,2023
184180,County College of Morris,Graduate,8511,2023
184205,Cumberland County College,Undergraduate,2934,2018
184205,Cumberland County College,Graduate,2934,2018
184205,Cumberland County College,Undergraduate,2989,2019
184205,Cumberland County College,Graduate,2989,2019
184205,Cumberland County College,Undergraduate,4006,2020
184205,Cumberland County College,Graduate,4006,2020
184205,Cumberland County College,Undergraduate,3647,2021
184205,Cumberland County College,Graduate,3647,2021
184205,Cumberland County College,Undergraduate,3357,2022
184205,Cumberland County College,Graduate,3357,2022
184205,Cumberland County College,Undergraduate,3771,2023
184205,Cumberland County College,Graduate,3771,2023
184278,Divers Academy International,Undergraduate,27,2018
184278,Divers Academy International,Graduate,27,2018
184278,Divers Academy International,Undergraduate,38,2019
184278,Divers Academy International,Graduate,38,2019
184278,Divers Academy International,Undergraduate,66,2020
184278,Divers Academy International,Graduate,66,2020
184278,Divers Academy International,Undergraduate,90,2021
184278,Divers Academy International,Graduate,90,2021
184348,Drew University,Undergraduate,2263,2018
184348,Drew University,Graduate,1668,2018
184348,Drew University,Undergraduate,2319,2019
184348,Drew University,Graduate,1712,2019
184348,Drew University,Undergraduate,2656,2020
184348,Drew University,Graduate,1877,2020
184348,Drew University,Undergraduate,2571,2021
184348,Drew University,Graduate,1782,2021
184348,Drew University,Undergraduate,2424,2022
184348,Drew University,Graduate,1797,2022
184348,Drew University,Undergraduate,2405,2023
184348,Drew University,Graduate,1690,2023
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,318,2018
184427,Lincoln Technical Institute-South Plainfield,Graduate,318,2018
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,310,2019
184427,Lincoln Technical Institute-South Plainfield,Graduate,310,2019
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,443,2020
184427,Lincoln Technical Institute-South Plainfield,Graduate,443,2020
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,502,2021
184427,Lincoln Technical Institute-South Plainfield,Graduate,502,2021
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,495,2022
184427,Lincoln Technical Institute-South Plainfield,Graduate,495,2022
184427,Lincoln Technical Institute-South Plainfield,Undergraduate,477,2023
184427,Lincoln Technical Institute-South Plainfield,Graduate,477,2023
184481,Essex County College,Undergraduate,7514,2018
184481,Essex County College,Graduate,7514,2018
184481,Essex County College,Undergraduate,7434,2019
184481,Essex County College,Graduate,7434,2019
184481,Essex County College,Undergraduate,10217,2020
184481,Essex County College,Graduate,10217,2020
184481,Essex County College,Undergraduate,9039,2021
184481,Essex County College,Graduate,9039,2021
184481,Essex County College,Undergraduate,8883,2022
184481,Essex County College,Graduate,8883,2022
184481,Essex County College,Undergraduate,9206,2023
184481,Essex County College,Graduate,9206,2023
184506,Empire Beauty School-Union,Undergraduate,113,2018
184506,Empire Beauty School-Union,Graduate,113,2018
184506,Empire Beauty School-Union,Undergraduate,90,2019
184506,Empire Beauty School-Union,Graduate,90,2019
184506,Empire Beauty School-Union,Undergraduate,166,2020
184506,Empire Beauty School-Union,Graduate,166,2020
184506,Empire Beauty School-Union,Undergraduate,211,2021
184506,Empire Beauty School-Union,Graduate,211,2021
184506,Empire Beauty School-Union,Undergraduate,176,2022
184506,Empire Beauty School-Union,Graduate,176,2022
184506,Empire Beauty School-Union,Undergraduate,165,2023
184506,Empire Beauty School-Union,Graduate,165,2023
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,7871,2018
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,5860,2018
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,8206,2019
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,6353,2019
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,9692,2020
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,7328,2020
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,10584,2021
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,8204,2021
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,9451,2022
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,7031,2022
184603,Fairleigh Dickinson University-Metropolitan Campus,Undergraduate,9210,2023
184603,Fairleigh Dickinson University-Metropolitan Campus,Graduate,6720,2023
184612,Felician University,Undergraduate,2004,2018
184612,Felician University,Graduate,1624,2018
184612,Felician University,Undergraduate,2262,2019
184612,Felician University,Graduate,1852,2019
184612,Felician University,Undergraduate,2882,2020
184612,Felician University,Graduate,2380,2020
184612,Felician University,Undergraduate,3052,2021
184612,Felician University,Graduate,2545,2021
184612,Felician University,Undergraduate,2941,2022
184612,Felician University,Graduate,2451,2022
184612,Felician University,Undergraduate,2682,2023
184612,Felician University,Graduate,2156,2023
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,3483,2018
184694,Fairleigh Dickinson University-Florham Campus,Graduate,2730,2018
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,3366,2019
184694,Fairleigh Dickinson University-Florham Campus,Graduate,2620,2019
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,3626,2020
184694,Fairleigh Dickinson University-Florham Campus,Graduate,2801,2020
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,5182,2021
184694,Fairleigh Dickinson University-Florham Campus,Graduate,4318,2021
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,3920,2022
184694,Fairleigh Dickinson University-Florham Campus,Graduate,3019,2022
184694,Fairleigh Dickinson University-Florham Campus,Undergraduate,3545,2023
184694,Fairleigh Dickinson University-Florham Campus,Graduate,2548,2023
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,214,2018
184746,Hohokus School of Trade and Technical Sciences,Graduate,214,2018
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,177,2019
184746,Hohokus School of Trade and Technical Sciences,Graduate,177,2019
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,227,2020
184746,Hohokus School of Trade and Technical Sciences,Graduate,227,2020
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,199,2021
184746,Hohokus School of Trade and Technical Sciences,Graduate,199,2021
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,274,2022
184746,Hohokus School of Trade and Technical Sciences,Graduate,274,2022
184746,Hohokus School of Trade and Technical Sciences,Undergraduate,209,2023
184746,Hohokus School of Trade and Technical Sciences,Graduate,209,2023
184773,Georgian Court University,Undergraduate,2458,2018
184773,Georgian Court University,Graduate,1783,2018
184773,Georgian Court University,Undergraduate,2411,2019
184773,Georgian Court University,Graduate,1793,2019
184773,Georgian Court University,Undergraduate,2981,2020
184773,Georgian Court University,Graduate,2138,2020
184773,Georgian Court University,Undergraduate,2722,2021
184773,Georgian Court University,Graduate,1953,2021
184773,Georgian Court University,Undergraduate,2503,2022
184773,Georgian Court University,Graduate,1856,2022
184773,Georgian Court University,Undergraduate,2363,2023
184773,Georgian Court University,Graduate,1733,2023
184782,Rowan University,Undergraduate,19465,2018
184782,Rowan University,Graduate,16120,2018
184782,Rowan University,Undergraduate,19618,2019
184782,Rowan University,Graduate,16011,2019
184782,Rowan University,Undergraduate,23231,2020
184782,Rowan University,Graduate,18638,2020
184782,Rowan University,Undergraduate,22640,2021
184782,Rowan University,Graduate,18085,2021
184782,Rowan University,Undergraduate,22080,2022
184782,Rowan University,Graduate,17319,2022
184782,Rowan University,Undergraduate,22472,2023
184782,Rowan University,Graduate,17292,2023
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,7130,2018
184791,Rowan College of South Jersey Gloucester Campus,Graduate,7130,2018
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,6953,2019
184791,Rowan College of South Jersey Gloucester Campus,Graduate,6953,2019
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,9953,2020
184791,Rowan College of South Jersey Gloucester Campus,Graduate,9953,2020
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,9052,2021
184791,Rowan College of South Jersey Gloucester Campus,Graduate,9052,2021
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,7996,2022
184791,Rowan College of South Jersey Gloucester Campus,Graduate,7996,2022
184791,Rowan College of South Jersey Gloucester Campus,Undergraduate,7803,2023
184791,Rowan College of South Jersey Gloucester Campus,Graduate,7803,2023
184816,Empire Beauty School-Cherry Hill,Undergraduate,71,2018
184816,Empire Beauty School-Cherry Hill,Graduate,71,2018
184816,Empire Beauty School-Cherry Hill,Undergraduate,75,2019
184816,Empire Beauty School-Cherry Hill,Graduate,75,2019
184816,Empire Beauty School-Cherry Hill,Undergraduate,131,2020
184816,Empire Beauty School-Cherry Hill,Graduate,131,2020
184816,Empire Beauty School-Cherry Hill,Undergraduate,159,2021
184816,Empire Beauty School-Cherry Hill,Graduate,159,2021
184816,Empire Beauty School-Cherry Hill,Undergraduate,155,2022
184816,Empire Beauty School-Cherry Hill,Graduate,155,2022
184816,Empire Beauty School-Cherry Hill,Undergraduate,169,2023
184816,Empire Beauty School-Cherry Hill,Graduate,169,2023
184870,Harris School of Business-Cherry Hill Campus,Undergraduate,191,2018
184870,Harris School of Business-Cherry Hill Campus,Graduate,191,2018
184870,Harris School of Business-Cherry Hill Campus,Undergraduate,138,2019
184870,Harris School of Business-Cherry Hill Campus,Graduate,138,2019
184959,Eastwick College-Ramsey,Undergraduate,740,2018
184959,Eastwick College-Ramsey,Graduate,740,2018
184959,Eastwick College-Ramsey,Undergraduate,824,2019
184959,Eastwick College-Ramsey,Graduate,824,2019
184959,Eastwick College-Ramsey,Undergraduate,1109,2020
184959,Eastwick College-Ramsey,Graduate,1109,2020
184959,Eastwick College-Ramsey,Undergraduate,1102,2021
184959,Eastwick College-Ramsey,Graduate,1102,2021
